product_id,name,time,source,intended_usage,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Efficient-cores",Total Threads,Processor Base Frequency,Cache,Max # of UPI Links,"# of QPI Links",TDP,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,ECC Memory Supported ‡,Scalability,PCI Express Revision,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Configuration,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Sockets Supported,Max CPU Configuration,Package Size,Intel® Volume Management Device (VMD),Intel® Resource Director Technology (Intel® RDT),Intel® Optane™ Memory Supported ‡,Intel® Thermal Velocity Boost,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Integrated Intel® QuickAssist Technology,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Max # of SATA 6.0 Gb/s Ports,TCASE,Minimum Operating Temperature,Intel® Turbo Boost Technology ‡,Secure Boot,Intel® OS Guard,Intel® VT-x with Extended Page Tables (EPT) ‡,Servicing Status,End of Servicing Updates Date,Functional Safety (FuSa) Documentation Available,Physical Address Extensions,TJUNCTION,Max Operating Temperature,Max Memory Bandwidth,Graphics Base Frequency,"# of Displays Supported ‡",Intel® Virtualization Technology for Itanium (VT-i),Bus Speed,Intel® Demand Based Switching,Intel® ME Firmware Version,Intel® HD Audio Technology,Datasheet,Intel® Quick Sync Video,GPU Name‡,Graphics Burst Frequency,Thermal Monitoring Technologies,Intel® Optane™ Persistent Memory Supported,PCI Support,Extended Temperature Options,Intel® Time Coordinated Computing (Intel® TCC)‡,Intel® Gaussian & Neural Accelerator,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,Intel® Speed Shift Technology,Mode-based Execute Control (MBEC),AI Datatype Support on CPU,AI Software Frameworks Supported by CPU,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Device ID,AI Datatype Support on GPU,Intel® Image Processing Unit,MIPI SoundWire*,Max Resolution (eDP - Integrated Flat Panel)‡,Integrated Wireless‡,Burst Frequency,Scenario Design Power (SDP),Max Refresh Rate,Baseband Functions,Additional Information,Graphics Video Max Memory,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,Intel® Identity Protection Technology ‡,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Intel® Smart Response Technology,Anti-Theft Technology,Intel® Stable IT Platform Program (SIPP),RF Transceiver,RF Transceiver Functions,Protocol Stack,Intel® Smart Idle Technology,Expected Discontinuance,Intel® Flexible Display Interface (Intel® FDI),Macrovision* License Required,Intel® Quick Resume Technology,Intel® Quiet System Technology,Intel® AC97 Technology,Intel® Matrix Storage Technology,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® I/O Acceleration Technology,Processing Die Size,"# of Processing Die Transistors",FSB Parity,VID Voltage Range,"# of Performance-cores",Performance-core Base Frequency,Total L2 Cache,Processor Base Power,Multi-Format Codec Engines,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Thermal Solution Specification,Intel® Thread Director,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Control-Flow Enforcement Technology,Intel® Transactional Synchronization Extensions,Configurable TDP-down Base Frequency,Configurable TDP-down,Max Resolution (VGA)‡,Intel® Memory Protection Extensions (Intel® MPX),Intel® My WiFi Technology,Description,4G WiMAX Wireless Technology,Performance-core Max Turbo Frequency,Minimum Assured Power,Maximum Assured Power,Intel® Thunderbolt™ 4,Intel® Adaptix™ Technology,Intel® Threat Detection Technology (TDT),Intel® QuickAssist Software Acceleration,Maximum Turbo Power,"# of AVX-512 FMA Units",Intel® Total Memory Encryption,Configurable TDP-up Base Frequency,Configurable TDP-up,Included Items,Overall Peak TOPS (Int8),Efficient-core Max Turbo Frequency,Efficient-core Base Frequency,CPU Lithography,GPU Peak TOPS (Int8),Xe-cores,Intel® Deep Learning Boost (Intel® DL Boost) on GPU,NPU Name‡,NPU Peak TOPS (Int8),Sparsity Support,Windows Studio Effects Support,AI Software Frameworks Supported by NPU,Intel® Standard Manageability (ISM) ‡,"# of Low Power Efficient-cores",Low Power Efficient-core Max Turbo Frequency,Low Power Efficient-core Base Frequency,Product Tuning (Embedded Uses),Ray Tracing,H.264 Hardware Encode/Decode,H.265 (HEVC) Hardware Encode/Decode,AV1 Encode/Decode,VP9 Bitstream & Decoding,AI Software Frameworks Supported by GPU,Intel vPro® Security Eligibility‡,Intel® Active Management Technology (AMT) ‡,Intel® Remote Platform Erase (RPE) ‡,Intel® One-Click Recovery ‡,Intel® Total Memory Encryption - Multi Key,Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel vPro® Eligibility ‡,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Intel® Thermal Velocity Boost Frequency,Intel® Hardware Shield Eligibility ‡,H.266 (VVC) Hardware Encode/Decode,Intel® Partner Security Engine ‡,Max Frequency,AI Datatype Support on NPU,Category,Ordering Part Number,Distributor Availability,Interfaces Supported,Intel® UPI Speed,Package Carrier,DTS Max,Intel® Data Streaming Accelerator (DSA),Intel® Trust Domain Extensions (Intel® TDX),Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,Intel® Crypto Acceleration,Intel® Platform Firmware Resilience Support,Intel® On Demand Activation Model,Intel® Advanced Matrix Extensions (AMX),Intel® Speed Select Technology – Core Power,Intel® Speed Select Technology – Turbo Frequency,Intel® Speed Select Technology - Base Frequency,High Priority Cores,High Priority Core Frequency,Low Priority Cores,Low Priority Core Frequency,Intel® Run Sure Technology,Intel® QuickAssist Technology (QAT),Intel® Dynamic Load Balancer (DLB),Intel® In-memory Analytics Accelerator (IAA),Intel® Virtual RAID on CPU (Intel® VROC) Available,Intel® Virtual RAID on CPU (Intel® VROC) Activation Options,Intel® vRAN Boost,Intel® Speed Select Technology - Performance Profile,Intel SpeedStep® Max Frequency,End of Interactive Support Date,Maximum High Bandwidth Memory (HBM)†,Integrated Intel® Omni-Path Architecture (Intel® OPA),Intel® Thermal Velocity Boost Temperature,Product Brief,Intel® Instruction Replay Technology,Supply Status,Supported FSBs,eDRAM,Minimum Assured Frequency,Maximum Assured Frequency,All Core Turbo Frequency,Intel® Adaptive Boost Technology,"# of Displays Supported‡",Warranty Period,Graphics Name‡,Graphics Max Dynamic Clock,Graphics Base Clock,Compute Units,Graphics Memory Bandwidth,Graphics Memory Interface,Graphics Output‡,Vulkan* Support,Family,Series,Form Factor,"# of CPU Cores","# of Threads",Max. Boost Clock,Base Clock,L2 Cache,L3 Cache,Default TDP,L1 Cache,AMD Configurable TDP (cTDP),Processor Technology for CPU Cores,Unlocked for Overclocking,CPU Socket,Thermal Solution (PIB),Recommended Cooler,Thermal Solution (MPK),Max. Operating Temperature (Tjmax),*OS Support,PCI Express® Version,System Memory Type,Memory Channels,System Memory Specification,Graphics Model,Graphics Core Count,Graphics Frequency,AMD Ryzen™ AI,Product ID Boxed,Product ID Tray,Product ID MPK,Supported Technologies,All Core Boost Speed,1kU Pricing,Socket Count,Per Socket Mem BW,AMD Infinity Guard,Workload Affinity,GPU Architecture,Stream Processors,Matrix Cores,Peak Engine Clock,"Peak Eight-bit Precision (FP8) Performance (E5M2, E4M3)","Peak Eight-bit Precision (FP8) Performance with Structured Sparsity (E5M2, E4M3)",Peak Half Precision (FP16) Performance,Peak Half Precision (FP16) Performance with Structured Sparsity,Peak Single Precision (TF32 Matrix) Performance,Peak Single Precision (TF32) Performance with Structured Sparsity,Peak Single Precision Matrix (FP32) Performance,Peak Double Precision Matrix (FP64) Performance,Peak Single Precision (FP32) Performance,Peak Double Precision (FP64) Performance,Peak INT4 Performance,Peak INT8 Performance,Peak INT8 Performance with Structured Sparsity,Peak bfloat16,Peak bfloat16 with Strutured Sparsity,Transistor Count,AMD EPYC™ CPU Architecture,CPU Cores,CPU Peak Engine Clock,External Power Connectors,Thermal Design Power (TDP),Typical Board Power (TBP),Last Level Cache (LLC),Dedicated Memory Size,Dedicated Memory Type,Unified Memory Architecture,Infinity Cache,Memory Interface,Memory Clock,Peak Memory Bandwidth,Memory ECC Support,GPU Form Factor,Bus Type,Infinity Fabric™ Links,Peak Infinity Fabric™ Link Bandwidth,Cooling,Board Height,Board Length,Board Width,RAS Support,Page Retirement,Page Avoidance,SR-IOV,Coherency Enabled,DirectX®,OpenGL®,OpenMP®,OpenCL™,HIP,ROCm™ Open Ecosystem,Vulkan®,TensorFlow,PyTorch,ONYX-RT,JAX,Kokkos,RAJA,OS Support,Processor Type,OPN,CPU Type,Infrastructure,Last Time Buy,Recommended for new designs,CPU Base Freq.,CPU Max Freq.,Total L3 Cache,Junction Temp Range,Security Processor,GPU Brand,GPU Base,GPU Max,GPU CU,"# of Displays",Max Resolution (for single display),Display Interfaces,HW Video Encode / Decode,Memory Type,Memory Controller,Ethernet,USB,USB 3.2 Gen2,SATA,Low Speed Interfaces,PCIe® Lanes,Gen4,CORES,SUSTAINED FREQUENCY (GHz),USAGE POWER (W)
134803,Intel_Atom_Processor_C5115,2025-03-19 09:54:35,https://www.intel.com/content/www/us/en/products/sku/134803/intel-atom-processor-c5115-9m-cache-2-8ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Parker Ridge,Server,C5115,10 nm,$213.00,4,4,4,2.80 GHz,9 MB,0,0,43 W,Launched,Q2'22,Yes,Communications Commercial Temp,256 GB,DDR4,2933 MHz,2,Yes,1S Only,3.0,Gen 3,Gen 3,"x4,x8,x16",32,8,"4x USB 2.0, 4x USB 3.0","2.0, 3.0",16,No,No,Yes,3,FCBGA2106,1,47.5mm x 47.5mm,No,Yes,No,No,No,No,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134802,Intel_Atom_Processor_C5125,2025-03-19 09:54:35,https://www.intel.com/content/www/us/en/products/sku/134802/intel-atom-processor-c5125-9m-cache-2-8ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Parker Ridge,Server,C5125,10 nm,$299.00,8,8,8,2.80 GHz,9 MB,0,0,50 W,Launched,Q2'22,Yes,Communications Commercial Temp,256 GB,DDR4,2933 MHz,2,Yes,1S Only,3.0,Gen 3,Gen 3,"x4,x8,x16",32,8,"4x USB 2.0, 4x USB 3.0","2.0, 3.0",16,No,No,Yes,3,FCBGA2106,1,47.5mm x 47.5mm,No,Yes,No,No,No,No,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134801,Intel_Atom_Processor_C5310,2025-03-19 09:54:35,https://www.intel.com/content/www/us/en/products/sku/134801/intel-atom-processor-c5310-9m-cache-1-6ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Parker Ridge,Server,C5310,10 nm,$213.00,4,4,4,1.60 GHz,9 MB,0,0,32 W,Launched,Q2'22,Yes,Communications Extended Temp,256 GB,DDR4,2400 MHz,2,Yes,1S Only,3.0,,Gen 3,x2/x4/x8,12,8,"4x USB 2.0, 4x USB 3.0","2.0, 3.0",12,Yes,No,Yes,3,FCBGA2106,1,47.5mm x 47.5mm,No,Yes,No,No,No,No,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134800,Intel_Atom_Processor_C5315,2025-03-19 09:54:36,https://www.intel.com/content/www/us/en/products/sku/134800/intel-atom-processor-c5315-9m-cache-2-4ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Parker Ridge,Server,C5315,10 nm,$213.00,4,4,4,2.40 GHz,9 MB,0,0,38 W,Launched,Q2'22,Yes,Communications Commercial Temp,256 GB,DDR4,2400 MHz,2,Yes,1S Only,3.0,,Gen 3,"x2,x4,x8",12,8,"4x USB 2.0, 4x USB 3.0","2.0, 3.0",12,Yes,No,Yes,3,FCBGA2106,1,47.5mm x 47.5mm,No,Yes,No,No,No,No,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134799,Intel_Atom_Processor_C5320,2025-03-19 09:54:36,https://www.intel.com/content/www/us/en/products/sku/134799/intel-atom-processor-c5320-9m-cache-2-4ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Parker Ridge,Server,C5320,10 nm,$320.00,8,8,8,2.40 GHz,9 MB,0,0,41 W,Launched,Q2'22,Yes,Communications Extended Temp,256 GB,DDR4,2933 MHz,2,Yes,1S Only,3.0,,Gen 3,"x2,x4,x8",16,8,"4x USB 2.0, 4x USB 3.0","2.0, 3.0",16,Yes,No,Yes,3,FCBGA2106,1,47.5mm x 47.5mm,No,Yes,No,No,No,No,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134798,Intel_Atom_Processor_C5325,2025-03-19 09:54:36,https://www.intel.com/content/www/us/en/products/sku/134798/intel-atom-processor-c5325-9m-cache-2-4ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Parker Ridge,Server,C5325,10 nm,$299.00,8,8,8,2.40 GHz,9 MB,0,0,41 W,Launched,Q2'22,Yes,Communications Commercial Temp,256 GB,DDR4,2933 MHz,2,Yes,1S Only,3.0,,Gen 3,"x2,x4,x8",16,8,"4x USB 2.0, 4x USB 3.0","2.0, 3.0",16,Yes,No,Yes,3,FCBGA2106,1,47.5mm x 47.5mm,No,Yes,No,No,No,No,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241454,Intel_Atom_Processor_C5335C1,2025-03-19 09:54:36,https://www.intel.com/content/www/us/en/products/sku/241454/intel-atom-processor-c5335c1-13-5m-cache-2-4ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Parker Ridge,Server,C5335C1,10 nm,,12,12,12,2.4 GHz,13.5 MB,,,50 W,Launched,Q2'22,No,Communications Commercial Temp,,DDR4,2933 MHz,2,,1S Only,3.0,,Gen 3,"x2,x4,x8",16,8,"4x USB 2.0, 4x USB 3.0","2.0, 3.0",16,Yes,No,Yes,3,FCBGA2106,1,47.5mm x 47.5mm,No,Yes,,No,No,No,Yes,,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204839,Intel_Atom_Processor_C3338R,2025-03-19 09:54:36,https://www.intel.com/content/www/us/en/products/sku/204839/intel-atom-processor-c3338r-4m-cache-up-to-2-20-ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Denverton,Server,C3338R,14 nm,$37.75,2,,2,1.80 GHz,4 MB,0,0,10.5 W,Launched,Q2'20,Yes,,128 GB,DDR4-1866,,1,Yes,,3,,,"x2,x4,x8",10,8,,3,10,4x2.5/1 GbE,,,,FCBGA1310,1,34 mm x 28 mm,,,,,,No,,64-bit,,,,Yes,No,Yes,Yes,,Yes,No,Yes,Yes,2.20 GHz,2.20 GHz,10,88°C,0 °C,2.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204842,Intel_Atom_Processor_C3436L,2025-03-19 09:54:37,https://www.intel.com/content/www/us/en/products/sku/204842/intel-atom-processor-c3436l-8m-cache-1-30-ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Denverton,Server,C3436L,14 nm,$65.25,4,,4,1.30 GHz,8 MB,0,0,10.75 W,Launched,Q2'20,Yes,,256 GB,DDR4-1866,,1,Yes,,3,,,"x2,x4,x8",10,8,,3,,4 x 2.5 GbE,,,,FCBGA1310,1,34 mm x 28 mm,,,,,,No,,64-bit,,,,Yes,No,Yes,Yes,,Yes,No,Yes,Yes,,,12,86°C,0 °C,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204841,Intel_Atom_Processor_C3558R,2025-03-19 09:54:37,https://www.intel.com/content/www/us/en/products/sku/204841/intel-atom-processor-c3558r-8m-cache-2-40-ghz/specifications.html,local,Intel Atom® Processor C Series,Products formerly Denverton,Server,C3558R,14 nm,$98.00,4,,4,2.40 GHz,8 MB,0,0,17 W,Launched,Q2'20,Yes,,256 GB,DDR4-2400,,2,Yes,,3,,,"x2,x4,x8",20,8,,3,,"2 x 10 GbE, 2 x 2.5 GbE",,,,FCBGA1310,1,34 mm x 28 mm,,,,,,No,,64-bit,,,,Yes,No,Yes,Yes,,Yes,No,Yes,Yes,,,12,82°C,0 °C,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
